Seed,Density,Execution Time,Path Length,Visited,,,,,,,,Computational
1584,0.498,13.36169243,90,1974,,,,,,,,147.735776
1585,0.424,14.06884193,90,2040,,,,,,,,145.0012737
1588,0.4915,13.641119,92,1979,,,,,,,,145.0760748
1589,0.3965,16.57915115,90,2397,,,,,,,,144.5791753
1590,0.536,19.35052872,94,2815,,,,,,,,145.4740612
1591,0.415,18.52369308,96,2598,,,,,,,,140.2528097
1592,0.4015,13.89431953,92,2035,,,,,,,,146.4627322
1593,0.3995,14.71543312,90,2140,,,,,,,,145.4255531
1594,0.413,18.25785637,90,2628,,,,,,,,143.9380367
1595,0.473,16.05200768,90,2325,,,,,,,,144.841695
1596,0.3945,17.27461815,90,2495,,,,,,,,144.4315572
1597,0.365,24.02019501,100,3479,,,,,,,,144.8364594
1598,0.4025,21.98624611,94,3154,,,,,,,,143.4533201
1599,0.44,17.73786545,90,2503,,,,,,,,141.1105528
1600,0.3795,19.07157898,92,2734,,,,,,,,143.3546747
1601,0.3925,28.65171432,100,4143,,,,,,,,144.5986775
1602,0.48,15.72132111,90,2264,,,,,,,,144.0082538
1603,0.398,16.99185371,90,2478,,,,,,,,145.8345889
1605,0.3945,15.78521729,90,2300,,,,,,,,145.7059449
1606,0.353,17.81225204,92,2599,,,,,,,,145.9108031
1609,0.414,17.17185974,90,2504,,,,,,,,145.8199658
1611,0.3895,14.41836357,92,2132,,,,,,,,147.8669885
1612,0.464,15.68293571,98,2304,,,,,,,,146.9112698
1617,0.4035,20.03860474,96,2830,,,,,,,,141.2273977
1618,0.467,19.09089088,94,2744,,,,,,,,143.7334704
1619,0.3925,17.96030998,90,2596,,,,,,,,144.5409351
1621,0.411,12.91680336,92,1874,,,,,,,,145.0823356
1623,0.396,13.48209381,92,1972,,,,,,,,146.2680818
1624,0.3775,20.04361153,92,2860,,,,,,,,142.688856
1625,0.373,15.60211182,92,2277,,,,,,,,145.9417819
1626,0.3895,21.41308784,98,3102,,,,,,,,144.8646745
1630,0.403,17.35544205,92,2543,,,,,,,,146.5246459
1632,0.3995,20.16639709,94,2873,,,,,,,,142.4647143
1633,0.4295,18.66841316,92,2679,,,,,,,,143.5044306
1634,0.3955,19.80829239,94,2850,,,,,,,,143.8791363
1638,0.4485,22.53746986,100,3281,,,,,,,,145.5797843
1639,0.3825,18.67294312,90,2548,,,,,,,,136.4541189
1641,0.431,20.21551132,96,2822,,,,,,,,139.5957765
1646,0.382,16.35336876,90,2465,,,,,,,,150.7334688
1647,0.338,19.14596558,92,2791,,,,,,,,145.7748364
1648,0.5455,14.83917236,90,2186,,,,,,,,147.312798
1649,0.359,20.55287361,94,3005,,,,,,,,146.2082654
1650,0.3845,14.95981216,96,2241,,,,,,,,149.8013462
1651,0.4,19.67167854,92,2863,,,,,,,,145.5391818
1652,0.3865,17.27890968,98,2665,,,,,,,,154.2342688
1656,0.4435,14.35041428,92,2131,,,,,,,,148.4974551
1658,0.37,19.08874512,90,2703,,,,,,,,141.601765
1659,0.4155,14.91379738,94,2152,,,,,,,,144.2959124
1661,0.3565,17.92597771,90,2596,,,,,,,,144.8177635
1663,0.353,17.46082306,90,2503,,,,,,,,143.3494854
1666,0.426,13.14306259,94,1940,,,,,,,,147.6063883
1667,0.332,20.0650692,92,2880,,,,,,,,143.5330211
1670,0.3765,16.14880562,90,2342,,,,,,,,145.0262053
1671,0.381,17.53473282,90,2545,,,,,,,,145.1405063
1672,0.377,17.0173645,90,2466,,,,,,,,144.9108057
1673,0.3585,20.00880241,98,2855,,,,,,,,142.6872004
1674,0.344,18.65386963,90,2631,,,,,,,,141.0431215
1679,0.375,20.80559731,94,3000,,,,,,,,144.191967
1682,0.397,18.77140999,98,2716,,,,,,,,144.6881189
1685,0.494,16.60442352,90,2390,,,,,,,,143.9375476
1686,0.375,15.73038101,92,2277,,,,,,,,144.7517386
1689,0.352,31.95023537,110,4654,,,,,,,,145.6640286
1690,0.3915,16.31116867,92,2396,,,,,,,,146.8932146
1692,0.439,13.13328743,94,1928,,,,,,,,146.8025436
1694,0.3725,17.20666885,90,2504,,,,,,,,145.5249718
1695,0.424,16.03484154,94,2335,,,,,,,,145.6203976
1698,0.3985,15.65027237,92,2282,,,,,,,,145.8121588
1700,0.367,20.38836479,92,2907,,,,,,,,142.5813217
1701,0.405,14.70851898,92,2162,,,,,,,,146.9896461
1704,0.3865,18.56088638,92,2706,,,,,,,,145.7904512
1705,0.346,16.86358452,92,2441,,,,,,,,144.7497711
1706,0.353,19.37890053,94,2766,,,,,,,,142.7325557
1707,0.432,13.69023323,94,2011,,,,,,,,146.8930416
1709,0.439,13.66233826,94,2000,,,,,,,,146.3878263
1711,0.4925,16.78299904,90,2453,,,,,,,,146.1598129
1712,0.403,19.63949203,90,2781,,,,,,,,141.6024404
1713,0.3495,19.18053627,90,2726,,,,,,,,142.1232421
1715,0.384,18.01633835,92,2586,,,,,,,,143.5363807
1716,0.358,19.12236214,90,2740,,,,,,,,143.2877371
1717,0.389,21.01588249,92,2999,,,,,,,,142.7015973
1718,0.3795,15.12122154,90,2175,,,,,,,,143.8375858
1719,0.368,19.62423325,92,2790,,,,,,,,142.1711597
1720,0.3935,15.63096046,90,2262,,,,,,,,144.7127965
1722,0.3485,15.45381546,94,2231,,,,,,,,144.3656426
1724,0.3585,18.65410805,90,2654,,,,,,,,142.2742912
1730,0.3615,19.22893524,90,2715,,,,,,,,141.1934653
1731,0.3485,19.53148842,100,2799,,,,,,,,143.3070506
1733,0.4345,17.64011383,90,2583,,,,,,,,146.4276265
1738,0.3345,20.28489113,90,2916,,,,,,,,143.7523121
1740,0.4715,12.91894913,92,1891,,,,,,,,146.3741347
1744,0.4845,14.03427124,92,2061,,,,,,,,146.8547932
1747,0.5085,22.26448059,114,3212,,,,,,,,144.2656606
1748,0.3715,15.68770409,92,2303,,,,,,,,146.802871
1749,0.35,18.04113388,90,2575,,,,,,,,142.7293881
1750,0.3815,19.2899704,96,2772,,,,,,,,143.7016202
1752,0.3755,20.81632614,92,2972,,,,,,,,142.7725517
1753,0.365,21.17729187,92,3034,,,,,,,,143.2666659
1754,0.401,22.9306221,100,3283,,,,,,,,143.1709958
1756,0.363,21.02589607,96,3037,,,,,,,,144.4409308
1757,0.4495,14.4944191,92,2111,,,,,,,,145.6422631
1758,0.4125,16.95156097,92,2469,,,,,,,,145.6503035
1759,0.422,14.37783241,90,2085,,,,,,,,145.0149049
1760,0.4215,20.83015442,98,3006,,,,,,,,144.31002
1761,0.474,17.94886589,90,2555,,,,,,,,142.3488267
1762,0.3555,14.99605179,90,2174,,,,,,,,144.9714919
1764,0.3995,16.1178112,90,2343,,,,,,,,145.3671327
1765,0.472,15.35868645,90,2238,,,,,,,,145.7155862
1766,0.375,16.0446167,90,2349,,,,,,,,146.4042454
1767,0.366,15.82431793,90,2303,,,,,,,,145.5354986
1769,0.3695,16.02625847,94,2287,,,,,,,,142.7033019
1772,0.468,20.61200142,102,2987,,,,,,,,144.9155732
1773,0.3895,16.46852493,90,2403,,,,,,,,145.9147076
1774,0.4165,19.38700676,92,2756,,,,,,,,142.157066
1775,0.407,20.12181282,92,2860,,,,,,,,142.1343109
1776,0.3695,18.74399185,94,2644,,,,,,,,141.0585334
1777,0.3755,17.54832268,90,2545,,,,,,,,145.0281059
1778,0.405,18.3365345,96,2621,,,,,,,,142.938678
1781,0.4165,11.84344292,90,1733,,,,,,,,146.3256936
1785,0.3735,17.38524437,90,2691,,,,,,,,154.7864351
1789,0.354,19.79374886,96,2971,,,,,,,,150.0978931
1790,0.506,18.35513115,92,2620,,,,,,,,142.7393778
1791,0.504,16.57032967,90,2479,,,,,,,,149.6047483
1793,0.451,14.79387283,92,2251,,,,,,,,152.1575875
1797,0.357,20.8067894,96,3044,,,,,,,,146.2984001
1798,0.413,19.31738853,96,2840,,,,,,,,147.0178019
1799,0.3805,22.53389359,94,3299,,,,,,,,146.4016854
1800,0.4405,15.30909538,94,2244,,,,,,,,146.5795296
1801,0.3845,18.32270622,92,2709,,,,,,,,147.8493388
1803,0.3715,31.72016144,106,4725,,,,,,,,148.9588888
1806,0.3825,16.16287231,90,2375,,,,,,,,146.9417041
1807,0.4075,15.61498642,90,2314,,,,,,,,148.190971
1808,0.373,23.12731743,96,3274,,,,,,,,141.5641918
1809,0.367,14.01472092,90,2054,,,,,,,,146.5601785
1810,0.3905,13.80825043,92,1834,,,,,,,,132.8191438
1813,0.3795,16.10708237,90,2405,,,,,,,,149.3131993
1815,0.5,16.2832737,100,2414,,,,,,,,148.250287
1819,0.4245,15.7597065,92,2365,,,,,,,,150.0662465
1820,0.3795,16.96848869,92,2532,,,,,,,,149.2177675
1821,0.3485,13.58532906,90,2026,,,,,,,,149.1314631
1825,0.3995,20.00761032,94,2927,,,,,,,,146.2943327
1829,0.403,19.91081238,94,2913,,,,,,,,146.3024182
1830,0.3755,18.82338524,92,2700,,,,,,,,143.4385986
1831,0.5055,12.25805283,92,1844,,,,,,,,150.4317224
1832,0.36,18.79143715,90,2729,,,,,,,,145.2257205
1836,0.407,18.9306736,92,2778,,,,,,,,146.7459668
1837,0.3465,17.0135498,90,2526,,,,,,,,148.4698978
1841,0.4135,13.62729073,90,2011,,,,,,,,147.5715195
1843,0.3615,18.10216904,90,2658,,,,,,,,146.8332328
1844,0.426,16.70622826,94,2434,,,,,,,,145.6941664
1846,0.359,21.75855637,94,3161,,,,,,,,145.2761822
1848,0.394,19.8969841,98,2939,,,,,,,,147.7108282
1849,0.4485,18.08738708,92,2570,,,,,,,,142.0879638
1850,0.403,16.50929451,92,2465,,,,,,,,149.3098326
1851,0.372,17.23003387,92,2497,,,,,,,,144.9213634
1852,0.459,12.7632618,102,1903,,,,,,,,149.0998171
1853,0.3685,19.33550835,94,2827,,,,,,,,146.2076894
1856,0.36,16.38150215,92,2395,,,,,,,,146.2014886
1858,0.4305,15.21396637,94,2288,,,,,,,,150.3881331
1859,0.3815,23.9443779,96,3499,,,,,,,,146.1303365
1860,0.324,19.21653748,90,2784,,,,,,,,144.8752151
1861,0.415,16.07060432,90,2350,,,,,,,,146.2297219
1862,0.442,17.97389984,96,2623,,,,,,,,145.9338276
1863,0.3745,15.61570168,90,2310,,,,,,,,147.9280309
1867,0.406,20.61772346,102,3040,,,,,,,,147.4459586
1869,0.4665,19.28257942,98,2843,,,,,,,,147.4387808
1870,0.3965,13.3831501,92,1976,,,,,,,,147.6483478
1872,0.3995,19.35982704,90,2552,,,,,,,,131.8193595
1874,0.4025,18.55134964,92,2738,,,,,,,,147.59034
1875,0.451,20.14231682,98,2924,,,,,,,,145.1670146
1876,0.409,16.50667191,90,2387,,,,,,,,144.6081932
1877,0.473,21.28076553,98,3050,,,,,,,,143.3219118
1878,0.422,14.58621025,90,2130,,,,,,,,146.0283352
1879,0.345,26.45421028,94,3799,,,,,,,,143.6066305
1880,0.4215,18.15032959,94,2593,,,,,,,,142.8624195
1881,0.4425,19.35887337,96,2769,,,,,,,,143.0351833
1883,0.405,17.76123047,92,2587,,,,,,,,145.654323
1886,0.365,22.88079262,94,3315,,,,,,,,144.8813446
1887,0.36,14.95242119,90,2145,,,,,,,,143.455028
1888,0.398,14.40358162,96,2086,,,,,,,,144.8250897
1890,0.357,15.25783539,90,2165,,,,,,,,141.8943084
1891,0.3685,26.01099014,102,3768,,,,,,,,144.8618442
1892,0.447,14.30439949,92,2090,,,,,,,,146.1088948
1893,0.3605,13.73958588,90,1983,,,,,,,,144.3274941
1896,0.409,16.19052887,92,2372,,,,,,,,146.5054057
1897,0.417,16.923666,90,2463,,,,,,,,145.5358431
1901,0.422,20.75910568,96,2947,,,,,,,,141.9617996
1904,0.397,18.23043823,96,2618,,,,,,,,143.6059829
1905,0.3855,14.23072815,92,2061,,,,,,,,144.8274451
1909,0.368,17.55023003,92,2515,,,,,,,,143.302965
1910,0.443,12.96830177,90,1915,,,,,,,,147.6677543
1912,0.4105,10.63537598,96,1533,,,,,,,,144.1415896
1914,0.404,12.69245148,90,1857,,,,,,,,146.3074334
1920,0.3955,16.92962646,90,2462,,,,,,,,145.4255359
1922,0.361,22.59039879,96,3255,,,,,,,,144.0877618
1924,0.406,21.38328552,96,3080,,,,,,,,144.0377344
1925,0.45,19.40393448,96,2773,,,,,,,,142.9091612
1927,0.428,17.94314384,96,2640,,,,,,,,147.131407
1929,0.402,13.70024681,90,1993,,,,,,,,145.4718318
1931,0.385,21.55852318,92,3091,,,,,,,,143.377168
1932,0.4435,16.1781311,94,2319,,,,,,,,143.3416496
1935,0.415,15.89345932,100,2324,,,,,,,,146.2236731
1937,0.3555,17.4612999,92,2532,,,,,,,,145.0063864
1938,0.4365,19.11020279,94,2714,,,,,,,,142.0183778
1944,0.3875,15.72537422,98,2288,,,,,,,,145.4973324
1946,0.412,13.94462585,92,2000,,,,,,,,143.424429
1950,0.416,11.19756699,96,1638,,,,,,,,146.2817772
1952,0.376,13.56291771,90,1967,,,,,,,,145.0277914
1953,0.4395,17.25387573,90,2456,,,,,,,,142.3448296
1954,0.463,19.43945885,92,2788,,,,,,,,143.4196302
1955,0.4305,21.95835114,102,3200,,,,,,,,145.7304321
1956,0.3575,15.08712769,92,2187,,,,,,,,144.9580096
1958,0.396,15.51365852,92,2247,,,,,,,,144.8401096
1959,0.3815,15.83051682,90,2308,,,,,,,,145.7943557
1962,0.3545,19.02723312,90,2687,,,,,,,,141.2186408
1963,0.4035,18.45145226,96,2623,,,,,,,,142.156832
1965,0.3445,16.20650291,94,2368,,,,,,,,146.1141872
1967,0.368,22.01890945,100,3207,,,,,,,,145.6475402
1968,0.414,21.11792564,100,3039,,,,,,,,143.9061796
1969,0.3545,15.49720764,92,2246,,,,,,,,144.9293352
1970,0.399,20.77317238,98,2981,,,,,,,,143.5023956
1971,0.419,16.70026779,90,2426,,,,,,,,145.2671317
1972,0.3815,17.50993729,90,2534,,,,,,,,144.7178227
1974,0.345,17.73118973,90,2554,,,,,,,,144.0399679
1975,0.413,18.03040504,92,2588,,,,,,,,143.5353224
1977,0.408,18.92375946,90,2688,,,,,,,,142.0436571
1978,0.374,13.95440102,90,2012,,,,,,,,144.1839028
1983,0.4125,12.39466667,90,1816,,,,,,,,146.5146299
1984,0.353,17.88306236,90,2595,,,,,,,,145.1093749
1985,0.403,23.37288857,96,3376,,,,,,,,144.4408546
1986,0.393,16.24321938,90,2337,,,,,,,,143.8754194
1988,0.344,19.28162575,94,2774,,,,,,,,143.8675367
1992,0.434,14.94956017,90,2207,,,,,,,,147.6297613
1994,0.3625,17.46726036,92,2531,,,,,,,,144.899655
1995,0.3735,18.57113838,94,2646,,,,,,,,142.4791494
1996,0.417,17.66324043,90,2551,,,,,,,,144.4242358
2000,0.352,17.80414581,90,2553,,,,,,,,143.3935684
