Seed,Density,Execution ,Path Length,Visited,,,,,,,,Computational,time mean,time median,op mean,op median,time stdv,op stdv,,,Execution Time
700,0.388,339.6027088,3,81,,,,,,,,23.85139986,,,,,,,33960.27088,,3.396027088
701,0.358,269.7768211,4,108,,,,,,,,40.03309089,,,,,,,26977.68211,,2.697768211
703,0.3355,330.470562,0,23,,,,,,,,6.959772713,,,,,,,33047.0562,,3.30470562
705,0.365,318.1753159,0,71,,,,,,,,22.31474173,,,,,,,31817.53159,,3.181753159
708,0.361,395.6546783,0,118,,,,,,,,29.82398705,,,,,,,39565.46783,,3.956546783
709,0.343,271.3859081,0,15,,,,,,,,5.527184556,,,,,,,27138.59081,,2.713859081
711,0.4005,371.7679977,0,91,,,,,,,,24.47763136,,,,,,,37176.79977,,3.717679977
712,0.4045,298.8162041,18,70,,,,,,,,23.42577111,,,,,,,29881.62041,,2.988162041
713,0.428,474.694252,0,77,,,,,,,,16.22096743,,,,,,,47469.4252,,4.74694252
714,0.3895,411.532402,0,13,,,,,,,,3.158925017,,,,,,,41153.2402,,4.11532402
716,0.3965,358.8275909,0,69,,,,,,,,19.22929054,,,,,,,35882.75909,,3.588275909
717,0.55,583.0156803,0,19,,,,,,,,3.258917494,,,,,,,58301.56803,,5.830156803
719,0.408,402.3780823,0,7,,,,,,,,1.739657379,,,,,,,40237.80823,,4.023780823
720,0.48,551.1469841,0,81,,,,,,,,14.69662401,,,,,,,55114.69841,,5.511469841
726,0.4425,414.0319824,0,89,,,,,,,,21.49592393,,,,,,,41403.19824,,4.140319824
728,0.4375,454.417944,0,52,,,,,,,,11.44321009,,,,,,,45441.7944,,4.54417944
729,0.369,382.1218014,0,104,,,,,,,,27.21645287,,,,,,,38212.18014,,3.821218014
731,0.381,327.6283741,0,17,,,,,,,,5.188805776,,,,,,,32762.83741,,3.276283741
732,0.409,298.8915443,34,89,,,,,,,,29.77668713,,,,,,,29889.15443,,2.988915443
733,0.467,237.6921177,21,56,,,,,,,,23.55988938,,,,,,,23769.21177,,2.376921177
734,0.4445,411.9129181,0,88,,,,,,,,21.36373882,,,,,,,41191.29181,,4.119129181
738,0.376,403.6004543,0,105,,,,,,,,26.015828,,,,,,,40360.04543,,4.036004543
740,0.398,290.1844978,7,69,,,,,,,,23.77797592,,,,,,,29018.44978,,2.901844978
743,0.725,887.6283169,0,15,,,,,,,,1.689896516,,,,,,,88762.83169,,8.876283169
744,0.4145,365.7670021,0,41,,,,,,,,11.20932172,,,,,,,36576.70021,,3.657670021
746,0.3525,184.5567226,26,61,,,,,,,,33.05216908,,,,,,,18455.67226,,1.845567226
748,0.451,387.0003223,0,3,,,,,,,,0.775193153,,,,,,,38700.03223,,3.870003223
749,0.4315,445.5015659,0,79,,,,,,,,17.73282207,,,,,,,44550.15659,,4.455015659
750,0.362,376.9342899,0,83,,,,,,,,22.0197531,,,,,,,37693.42899,,3.769342899
751,0.3765,413.6133194,0,111,,,,,,,,26.83665994,,,,,,,41361.33194,,4.136133194
753,0.346,297.6746559,0,66,,,,,,,,22.17185733,,,,,,,29767.46559,,2.976746559
756,0.4095,400.2811909,0,15,,,,,,,,3.747365687,,,,,,,40028.11909,,4.002811909
758,0.3975,415.0910378,0,79,,,,,,,,19.03196957,,,,,,,41509.10378,,4.150910378
759,0.4025,401.4077187,0,117,,,,,,,,29.14742157,,,,,,,40140.77187,,4.014077187
761,0.519,207.187891,7,47,,,,,,,,22.6847234,,,,,,,20718.7891,,2.07187891
764,0.3305,192.4576759,13,72,,,,,,,,37.41082275,,,,,,,19245.76759,,1.924576759
765,0.367,230.9160233,12,85,,,,,,,,36.80991851,,,,,,,23091.60233,,2.309160233
767,0.3985,373.7943172,0,85,,,,,,,,22.73977856,,,,,,,37379.43172,,3.737943172
768,0.3465,314.7332668,0,68,,,,,,,,21.6055966,,,,,,,31473.32668,,3.147332668
769,0.404,392.3406601,0,49,,,,,,,,12.48914655,,,,,,,39234.06601,,3.923406601
770,0.401,357.5193882,0,88,,,,,,,,24.61404973,,,,,,,35751.93882,,3.575193882
771,0.4045,399.6386528,0,124,,,,,,,,31.02802973,,,,,,,39963.86528,,3.996386528
772,0.466,288.20467,30,77,,,,,,,,26.71712433,,,,,,,28820.467,,2.8820467
774,0.3825,314.7842884,0,1,,,,,,,,0.317677863,,,,,,,31478.42884,,3.147842884
775,0.3805,350.5189419,9,101,,,,,,,,28.81441997,,,,,,,35051.89419,,3.505189419
777,0.363,352.3037434,0,42,,,,,,,,11.921531,,,,,,,35230.37434,,3.523037434
779,0.363,338.2730484,0,81,,,,,,,,23.9451533,,,,,,,33827.30484,,3.382730484
780,0.376,336.9970322,0,47,,,,,,,,13.94671036,,,,,,,33699.70322,,3.369970322
781,0.395,362.9970551,0,90,,,,,,,,24.79358957,,,,,,,36299.70551,,3.629970551
782,0.372,333.6601257,0,103,,,,,,,,30.86973602,,,,,,,33366.01257,,3.336601257
783,0.3945,324.836731,14,108,,,,,,,,33.24747164,,,,,,,32483.6731,,3.24836731
784,0.539,441.6456223,0,20,,,,,,,,4.52851766,,,,,,,44164.56223,,4.416456223
785,0.404,382.4267387,6,91,,,,,,,,23.79540727,,,,,,,38242.67387,,3.824267387
786,0.4195,400.1843929,0,41,,,,,,,,10.24527711,,,,,,,40018.43929,,4.001843929
788,0.3295,287.7182961,0,83,,,,,,,,28.84766145,,,,,,,28771.82961,,2.877182961
789,0.3925,361.5410328,0,82,,,,,,,,22.68068976,,,,,,,36154.10328,,3.615410328
790,0.394,377.8440952,0,67,,,,,,,,17.7321813,,,,,,,37784.40952,,3.778440952
791,0.3715,127.7515888,25,59,,,,,,,,46.18337866,,,,,,,12775.15888,,1.277515888
793,0.3735,320.1339245,16,81,,,,,,,,25.30191079,,,,,,,32013.39245,,3.201339245
794,0.4605,426.8376827,0,94,,,,,,,,22.022423,,,,,,,42683.76827,,4.268376827
796,0.3815,173.9609241,3,49,,,,,,,,28.16724518,,,,,,,17396.09241,,1.739609241
797,0.3695,391.5197849,0,98,,,,,,,,25.03066353,,,,,,,39151.97849,,3.915197849
798,0.3265,168.3101654,2,65,,,,,,,,38.61917659,,,,,,,16831.01654,,1.683101654
801,0.37,341.2287235,0,99,,,,,,,,29.01279792,,,,,,,34122.87235,,3.412287235
802,0.375,279.3483734,0,7,,,,,,,,2.505831666,,,,,,,27934.83734,,2.793483734
803,0.4015,319.1547394,18,85,,,,,,,,26.63284906,,,,,,,31915.47394,,3.191547394
804,0.5655,558.880806,0,22,,,,,,,,3.93643864,,,,,,,55888.0806,,5.58880806
806,0.405,340.5230045,0,80,,,,,,,,23.49327327,,,,,,,34052.30045,,3.405230045
808,0.398,411.8075371,0,57,,,,,,,,13.84141738,,,,,,,41180.75371,,4.118075371
809,0.475,472.3873138,0,107,,,,,,,,22.65090464,,,,,,,47238.73138,,4.723873138
811,0.401,381.0970783,0,106,,,,,,,,27.81443523,,,,,,,38109.70783,,3.810970783
812,0.3455,350.1250744,0,82,,,,,,,,23.42020209,,,,,,,35012.50744,,3.501250744
813,0.381,160.5246067,19,57,,,,,,,,35.50857477,,,,,,,16052.46067,,1.605246067
814,0.368,357.426405,9,78,,,,,,,,21.82267424,,,,,,,35742.6405,,3.57426405
815,0.43,458.4476948,0,70,,,,,,,,15.26891743,,,,,,,45844.76948,,4.584476948
818,0.457,332.5684071,20,74,,,,,,,,22.25106126,,,,,,,33256.84071,,3.325684071
819,0.3595,384.4461441,0,106,,,,,,,,27.57213244,,,,,,,38444.61441,,3.844461441
822,0.3765,342.1206474,0,93,,,,,,,,27.18339297,,,,,,,34212.06474,,3.421206474
824,0.352,380.1352978,0,137,,,,,,,,36.03979972,,,,,,,38013.52978,,3.801352978
825,0.429,398.0994225,0,82,,,,,,,,20.59786962,,,,,,,39809.94225,,3.980994225
829,0.366,346.8153477,0,97,,,,,,,,27.96877377,,,,,,,34681.53477,,3.468153477
830,0.454,476.5880108,0,49,,,,,,,,10.28141684,,,,,,,47658.80108,,4.765880108
833,0.3405,310.447216,0,90,,,,,,,,28.99043553,,,,,,,31044.7216,,3.10447216
834,0.4225,363.7256622,0,63,,,,,,,,17.32074653,,,,,,,36372.56622,,3.637256622
835,0.4245,413.8247967,0,95,,,,,,,,22.95657504,,,,,,,41382.47967,,4.138247967
837,0.406,403.3372402,0,44,,,,,,,,10.90898524,,,,,,,40333.72402,,4.033372402
841,0.395,358.4239483,0,90,,,,,,,,25.1099293,,,,,,,35842.39483,,3.584239483
842,0.477,346.2057114,29,74,,,,,,,,21.37457516,,,,,,,34620.57114,,3.462057114
845,0.34,347.2967148,0,105,,,,,,,,30.23351374,,,,,,,34729.67148,,3.472967148
848,0.3805,397.6206779,0,110,,,,,,,,27.66455723,,,,,,,39762.06779,,3.976206779
849,0.4195,340.1014805,23,65,,,,,,,,19.11194268,,,,,,,34010.14805,,3.401014805
852,0.356,332.4368,30,108,,,,,,,,32.48737805,,,,,,,33243.68,,3.324368
853,0.403,373.4779358,0,86,,,,,,,,23.02679536,,,,,,,37347.79358,,3.734779358
855,0.3995,369.9007034,0,19,,,,,,,,5.136513617,,,,,,,36990.07034,,3.699007034
858,0.428,446.0327625,0,81,,,,,,,,18.16010096,,,,,,,44603.27625,,4.460327625
860,0.3875,175.8840084,30,51,,,,,,,,28.9963826,,,,,,,17588.40084,,1.758840084
862,0.3935,422.9924679,0,111,,,,,,,,26.24160202,,,,,,,42299.24679,,4.229924679
865,0.396,289.629221,28,64,,,,,,,,22.09721788,,,,,,,28962.9221,,2.89629221
868,0.387,378.2324791,0,110,,,,,,,,29.08264258,,,,,,,37823.24791,,3.782324791
869,0.402,442.8870678,0,113,,,,,,,,25.51440496,,,,,,,44288.70678,,4.428870678
870,0.379,342.0274258,0,74,,,,,,,,21.63569188,,,,,,,34202.74258,,3.420274258
871,0.3825,357.2609425,0,89,,,,,,,,24.9117632,,,,,,,35726.09425,,3.572609425
872,0.42,257.9946518,21,67,,,,,,,,25.96953058,,,,,,,25799.46518,,2.579946518
873,0.4325,385.8458996,0,55,,,,,,,,14.25439536,,,,,,,38584.58996,,3.858458996
876,0.357,411.5936756,0,140,,,,,,,,34.01412808,,,,,,,41159.36756,,4.115936756
879,0.4745,469.2630768,0,102,,,,,,,,21.73620833,,,,,,,46926.30768,,4.692630768
884,0.4695,419.8420048,13,72,,,,,,,,17.14930835,,,,,,,41984.20048,,4.198420048
885,0.3425,304.4805527,31,104,,,,,,,,34.15653285,,,,,,,30448.05527,,3.044805527
886,0.455,345.5536366,0,4,,,,,,,,1.157562698,,,,,,,34555.36366,,3.455536366
888,0.518,378.6075115,27,58,,,,,,,,15.31929458,,,,,,,37860.75115,,3.786075115
889,0.3965,379.212141,0,80,,,,,,,,21.09637096,,,,,,,37921.2141,,3.79212141
890,0.469,342.5779343,0,19,,,,,,,,5.546183247,,,,,,,34257.79343,,3.425779343
892,0.3475,169.9426174,17,62,,,,,,,,36.48290285,,,,,,,16994.26174,,1.699426174
894,0.4405,217.7841663,23,55,,,,,,,,25.2543612,,,,,,,21778.41663,,2.177841663
895,0.384,356.2984467,0,81,,,,,,,,22.73375053,,,,,,,35629.84467,,3.562984467
897,0.511,438.6851788,0,20,,,,,,,,4.559078119,,,,,,,43868.51788,,4.386851788
898,0.379,304.3875694,0,31,,,,,,,,10.18438436,,,,,,,30438.75694,,3.043875694
900,0.369,179.1315079,8,47,,,,,,,,26.2377069,,,,,,,17913.15079,,1.791315079
901,0.3915,373.5818863,0,48,,,,,,,,12.84858869,,,,,,,37358.18863,,3.735818863
904,0.4475,445.015192,0,11,,,,,,,,2.471825726,,,,,,,44501.5192,,4.45015192
910,0.377,379.8625469,0,74,,,,,,,,19.48073075,,,,,,,37986.25469,,3.798625469
911,0.3575,231.9078445,27,78,,,,,,,,33.63404984,,,,,,,23190.78445,,2.319078445
913,0.3755,344.7844982,0,29,,,,,,,,8.411051005,,,,,,,34478.44982,,3.447844982
914,0.4055,418.9143181,0,91,,,,,,,,21.72281922,,,,,,,41891.43181,,4.189143181
915,0.488,468.1026936,0,11,,,,,,,,2.349911707,,,,,,,46810.26936,,4.681026936
917,0.4295,462.505579,0,73,,,,,,,,15.78359339,,,,,,,46250.5579,,4.62505579
918,0.4235,464.2837048,0,70,,,,,,,,15.07698833,,,,,,,46428.37048,,4.642837048
919,0.4015,419.3632603,0,81,,,,,,,,19.31499673,,,,,,,41936.32603,,4.193632603
920,0.4155,359.9357605,0,7,,,,,,,,1.944791479,,,,,,,35993.57605,,3.599357605
921,0.4625,277.9393196,14,71,,,,,,,,25.54514421,,,,,,,27793.93196,,2.779393196
922,0.3765,358.7882519,0,95,,,,,,,,26.47801301,,,,,,,35878.82519,,3.587882519
924,0.3565,371.3078499,0,97,,,,,,,,26.12387538,,,,,,,37130.78499,,3.713078499
925,0.356,209.7449303,29,61,,,,,,,,29.0829437,,,,,,,20974.49303,,2.097449303
926,0.6665,282.9806805,2,43,,,,,,,,15.19538363,,,,,,,28298.06805,,2.829806805
927,0.328,258.1889629,0,13,,,,,,,,5.035071931,,,,,,,25818.89629,,2.581889629
928,0.368,361.8047237,0,117,,,,,,,,32.33788625,,,,,,,36180.47237,,3.618047237
931,0.3835,352.8504372,0,94,,,,,,,,26.64018238,,,,,,,35285.04372,,3.528504372
932,0.3665,352.9844284,0,120,,,,,,,,33.99583391,,,,,,,35298.44284,,3.529844284
934,0.3865,250.1652241,16,57,,,,,,,,22.78494151,,,,,,,25016.52241,,2.501652241
936,0.384,367.0229912,0,54,,,,,,,,14.71297474,,,,,,,36702.29912,,3.670229912
937,0.464,477.0228863,0,1,,,,,,,,0.209633548,,,,,,,47702.28863,,4.770228863
938,0.352,214.8988247,28,71,,,,,,,,33.03880331,,,,,,,21489.88247,,2.148988247
939,0.3395,319.0848827,0,107,,,,,,,,33.53339685,,,,,,,31908.48827,,3.190848827
942,0.382,379.8511028,0,110,,,,,,,,28.95871545,,,,,,,37985.11028,,3.798511028
943,0.398,441.0004616,0,100,,,,,,,,22.67571323,,,,,,,44100.04616,,4.410004616
944,0.369,402.3973942,0,119,,,,,,,,29.57275612,,,,,,,40239.73942,,4.023973942
945,0.3925,240.1173115,22,68,,,,,,,,28.31949083,,,,,,,24011.73115,,2.401173115
946,0.373,383.9030266,30,74,,,,,,,,19.27570112,,,,,,,38390.30266,,3.839030266
948,0.4635,498.3196259,0,56,,,,,,,,11.23776731,,,,,,,49831.96259,,4.983196259
950,0.365,333.4200382,0,94,,,,,,,,28.19266668,,,,,,,33342.00382,,3.334200382
954,0.534,496.237278,6,73,,,,,,,,14.71070458,,,,,,,49623.7278,,4.96237278
956,0.4035,232.6257229,24,53,,,,,,,,22.78337896,,,,,,,23262.57229,,2.326257229
958,0.431,396.064043,0,75,,,,,,,,18.93633147,,,,,,,39606.4043,,3.96064043
959,0.4375,487.5535965,0,74,,,,,,,,15.17781851,,,,,,,48755.35965,,4.875535965
960,0.3725,350.5032063,0,28,,,,,,,,7.988514655,,,,,,,35050.32063,,3.505032063
965,0.3945,192.2821999,30,51,,,,,,,,26.52351597,,,,,,,19228.21999,,1.922821999
967,0.4845,241.8620586,9,63,,,,,,,,26.04790531,,,,,,,24186.20586,,2.418620586
968,0.376,366.235733,0,92,,,,,,,,25.12043247,,,,,,,36623.5733,,3.66235733
969,0.3795,379.7938824,0,55,,,,,,,,14.48153921,,,,,,,37979.38824,,3.797938824
970,0.35,270.9329128,0,13,,,,,,,,4.798235794,,,,,,,27093.29128,,2.709329128
971,0.3645,273.7009525,0,4,,,,,,,,1.461449061,,,,,,,27370.09525,,2.737009525
974,0.411,387.3357773,0,96,,,,,,,,24.78469732,,,,,,,38733.57773,,3.873357773
975,0.361,178.2796383,23,55,,,,,,,,30.85041036,,,,,,,17827.96383,,1.782796383
977,0.421,395.2698708,0,90,,,,,,,,22.76925378,,,,,,,39526.98708,,3.952698708
978,0.3865,350.0483036,0,102,,,,,,,,29.13883568,,,,,,,35004.83036,,3.500483036
980,0.3835,369.0271378,0,64,,,,,,,,17.34289797,,,,,,,36902.71378,,3.690271378
981,0.3755,327.1183968,0,73,,,,,,,,22.31607904,,,,,,,32711.83968,,3.271183968
982,0.4395,468.2178497,0,95,,,,,,,,20.28970063,,,,,,,46821.78497,,4.682178497
985,0.3545,321.1009502,0,102,,,,,,,,31.76571104,,,,,,,32110.09502,,3.211009502
987,0.3855,395.0192928,30,92,,,,,,,,23.2900017,,,,,,,39501.92928,,3.950192928
988,0.3745,387.7639771,0,98,,,,,,,,25.27310575,,,,,,,38776.39771,,3.877639771
990,0.4875,578.0360699,0,90,,,,,,,,15.56996262,,,,,,,57803.60699,,5.780360699
991,0.359,338.4177685,0,17,,,,,,,,5.023376898,,,,,,,33841.77685,,3.384177685
992,0.382,325.7477283,19,95,,,,,,,,29.1636723,,,,,,,32574.77283,,3.257477283
997,0.354,351.6943455,0,74,,,,,,,,21.04099794,,,,,,,35169.43455,,3.516943455
1001,0.3435,202.7099133,26,63,,,,,,,,31.07889445,,,,,,,20270.99133,,2.027099133
1002,0.404,451.7836571,0,118,,,,,,,,26.11869601,,,,,,,45178.36571,,4.517836571
1003,0.374,348.2046127,0,50,,,,,,,,14.35937325,,,,,,,34820.46127,,3.482046127
1005,0.3595,310.4350567,0,92,,,,,,,,29.63582818,,,,,,,31043.50567,,3.104350567
1006,0.3895,393.6259747,0,87,,,,,,,,22.10219995,,,,,,,39362.59747,,3.936259747
1009,0.434,476.0906696,0,65,,,,,,,,13.65286156,,,,,,,47609.06696,,4.760906696
1011,0.509,559.7949028,0,70,,,,,,,,12.50457974,,,,,,,55979.49028,,5.597949028
1014,0.4175,418.708086,0,84,,,,,,,,20.06170953,,,,,,,41870.8086,,4.18708086
1015,0.387,361.4706993,0,97,,,,,,,,26.83481682,,,,,,,36147.06993,,3.614706993
1016,0.3735,363.6393547,0,123,,,,,,,,33.82472178,,,,,,,36363.93547,,3.636393547
1019,0.4805,439.7528172,0,75,,,,,,,,17.05503571,,,,,,,43975.28172,,4.397528172
1020,0.5265,503.9908886,0,90,,,,,,,,17.85746569,,,,,,,50399.08886,,5.039908886
1021,0.424,424.7260094,0,68,,,,,,,,16.01032159,,,,,,,42472.60094,,4.247260094
1022,0.376,357.9359055,26,83,,,,,,,,23.18850909,,,,,,,35793.59055,,3.579359055
1027,0.5015,503.7093163,0,4,,,,,,,,0.794108799,,,,,,,50370.93163,,5.037093163
1028,0.3835,374.8521805,0,111,,,,,,,,29.61167249,,,,,,,37485.21805,,3.748521805
1031,0.4505,441.0521984,0,104,,,,,,,,23.57997543,,,,,,,44105.21984,,4.410521984
1032,0.3465,205.4350376,31,59,,,,,,,,28.71954107,,,,,,,20543.50376,,2.054350376
1037,0.412,363.5771275,0,7,,,,,,,,1.925313632,,,,,,,36357.71275,,3.635771275
1041,0.4195,372.1823692,12,76,,,,,,,,20.42009678,,,,,,,37218.23692,,3.721823692
1042,0.3735,233.4575653,13,59,,,,,,,,25.27225876,,,,,,,23345.75653,,2.334575653
1043,0.492,538.2716656,0,66,,,,,,,,12.26146651,,,,,,,53827.16656,,5.382716656
1046,0.428,319.1943169,17,81,,,,,,,,25.37639166,,,,,,,31919.43169,,3.191943169
1047,0.475,435.3544712,0,77,,,,,,,,17.68673692,,,,,,,43535.44712,,4.353544712
1050,0.455,286.5839005,19,86,,,,,,,,30.00866408,,,,,,,28658.39005,,2.865839005
1052,0.435,377.9759407,0,37,,,,,,,,9.788982847,,,,,,,37797.59407,,3.779759407
1053,0.414,447.3180771,0,81,,,,,,,,18.1079201,,,,,,,44731.80771,,4.473180771
1054,0.351,390.3093338,0,94,,,,,,,,24.08346198,,,,,,,39030.93338,,3.903093338
1057,0.3875,387.8035545,0,67,,,,,,,,17.27678852,,,,,,,38780.35545,,3.878035545
1060,0.4365,357.8269482,0,11,,,,,,,,3.074111678,,,,,,,35782.69482,,3.578269482
1062,0.462,429.5310974,0,25,,,,,,,,5.820300358,,,,,,,42953.10974,,4.295310974
1063,0.4515,495.667696,31,68,,,,,,,,13.71886862,,,,,,,49566.7696,,4.95667696
1064,0.3735,370.9583282,0,72,,,,,,,,19.40918818,,,,,,,37095.83282,,3.709583282
1067,0.366,363.5377884,0,122,,,,,,,,33.55909726,,,,,,,36353.77884,,3.635377884
1068,0.383,174.6327877,29,57,,,,,,,,32.63991874,,,,,,,17463.27877,,1.746327877
1069,0.396,359.7857952,0,75,,,,,,,,20.84573682,,,,,,,35978.57952,,3.597857952
1070,0.428,334.6283436,18,73,,,,,,,,21.81524709,,,,,,,33462.83436,,3.346283436
1072,0.3865,351.8614769,0,74,,,,,,,,21.03100364,,,,,,,35186.14769,,3.518614769
1074,0.3515,256.7651272,32,61,,,,,,,,23.75712024,,,,,,,25676.51272,,2.567651272
1076,0.4455,470.0415134,0,48,,,,,,,,10.21186398,,,,,,,47004.15134,,4.700415134
1077,0.3935,378.9477348,0,101,,,,,,,,26.65275201,,,,,,,37894.77348,,3.789477348
1078,0.4035,456.7632675,0,117,,,,,,,,25.61501949,,,,,,,45676.32675,,4.567632675
1080,0.4085,401.5393257,0,93,,,,,,,,23.1608697,,,,,,,40153.93257,,4.015393257
1081,0.423,272.0119953,22,72,,,,,,,,26.46942092,,,,,,,27201.19953,,2.720119953
1084,0.405,252.9556751,20,77,,,,,,,,30.44011563,,,,,,,25295.56751,,2.529556751
1085,0.3865,374.9067783,0,114,,,,,,,,30.40755905,,,,,,,37490.67783,,3.749067783
1087,0.3995,289.5674706,28,61,,,,,,,,21.06590214,,,,,,,28956.74706,,2.895674706
1088,0.3985,382.9426765,0,104,,,,,,,,27.15811174,,,,,,,38294.26765,,3.829426765
1089,0.456,520.3094482,0,76,,,,,,,,14.60669228,,,,,,,52030.94482,,5.203094482
1091,0.371,205.1370144,9,55,,,,,,,,26.81134858,,,,,,,20513.70144,,2.051370144
1093,0.3785,323.2502937,0,75,,,,,,,,23.20183507,,,,,,,32325.02937,,3.232502937
1094,0.358,293.1137085,0,54,,,,,,,,18.42288451,,,,,,,29311.37085,,2.931137085
1095,0.4045,291.5270329,28,94,,,,,,,,32.24400807,,,,,,,29152.70329,,2.915270329
1098,0.3595,391.3767338,0,93,,,,,,,,23.76227097,,,,,,,39137.67338,,3.913767338
1099,0.434,442.6388741,0,90,,,,,,,,20.33260187,,,,,,,44263.88741,,4.426388741
1101,0.3945,332.0429325,27,72,,,,,,,,21.68394293,,,,,,,33204.29325,,3.320429325
1104,0.413,349.9567509,0,52,,,,,,,,14.85897896,,,,,,,34995.67509,,3.499567509
1106,0.4255,451.2255192,0,86,,,,,,,,19.05920573,,,,,,,45122.55192,,4.512255192
1107,0.416,436.8431568,0,63,,,,,,,,14.42165203,,,,,,,43684.31568,,4.368431568
1108,0.4025,354.6383381,0,75,,,,,,,,21.14830574,,,,,,,35463.83381,,3.546383381
1112,0.428,198.8089085,8,46,,,,,,,,23.13779616,,,,,,,19880.89085,,1.988089085
1115,0.4085,378.9331913,0,88,,,,,,,,23.22309104,,,,,,,37893.31913,,3.789331913
1117,0.522,346.3375568,16,59,,,,,,,,17.03540342,,,,,,,34633.75568,,3.463375568
1118,0.4005,351.9728184,9,97,,,,,,,,27.5589463,,,,,,,35197.28184,,3.519728184
1122,0.527,615.7090664,0,77,,,,,,,,12.50590647,,,,,,,61570.90664,,6.157090664
1123,0.42,339.7364616,28,60,,,,,,,,17.6607479,,,,,,,33973.64616,,3.397364616
1125,0.362,347.05019,0,97,,,,,,,,27.94984783,,,,,,,34705.019,,3.4705019
1128,0.385,329.3757439,0,33,,,,,,,,10.0189527,,,,,,,32937.57439,,3.293757439
1129,0.3745,318.7749386,16,93,,,,,,,,29.17418804,,,,,,,31877.49386,,3.187749386
1130,0.4015,432.2841167,0,80,,,,,,,,18.50634731,,,,,,,43228.41167,,4.322841167
1132,0.449,358.455658,0,4,,,,,,,,1.115898134,,,,,,,35845.5658,,3.58455658
1133,0.384,354.6366692,0,69,,,,,,,,19.45653284,,,,,,,35463.66692,,3.546366692
1134,0.425,374.9866486,0,46,,,,,,,,12.26710342,,,,,,,37498.66486,,3.749866486
1136,0.366,293.6091423,8,70,,,,,,,,23.84121947,,,,,,,29360.91423,,2.936091423
1139,0.3995,307.7566624,22,78,,,,,,,,25.34469909,,,,,,,30775.66624,,3.077566624
1140,0.3825,202.3134232,15,53,,,,,,,,26.19697653,,,,,,,20231.34232,,2.023134232
1142,0.4225,371.5555668,0,83,,,,,,,,22.33851607,,,,,,,37155.55668,,3.715555668
1144,0.399,365.1866913,0,79,,,,,,,,21.63277082,,,,,,,36518.66913,,3.651866913
1145,0.4655,414.8948193,30,78,,,,,,,,18.79994552,,,,,,,41489.48193,,4.148948193
1146,0.4305,385.7340813,0,65,,,,,,,,16.85098703,,,,,,,38573.40813,,3.857340813
1147,0.443,298.5305786,27,67,,,,,,,,22.44326203,,,,,,,29853.05786,,2.985305786
1148,0.3405,256.6275597,31,103,,,,,,,,40.13598544,,,,,,,25662.75597,,2.566275597
1153,0.433,411.1039639,0,77,,,,,,,,18.73005535,,,,,,,41110.39639,,4.111039639
1155,0.4045,384.3712807,0,104,,,,,,,,27.05717238,,,,,,,38437.12807,,3.843712807
1157,0.424,325.2518177,31,77,,,,,,,,23.67396454,,,,,,,32525.18177,,3.252518177
1158,0.4465,330.7631016,26,88,,,,,,,,26.60514416,,,,,,,33076.31016,,3.307631016
1160,0.463,440.7699108,0,38,,,,,,,,8.621278147,,,,,,,44076.99108,,4.407699108
1161,0.433,380.1147938,0,21,,,,,,,,5.524646855,,,,,,,38011.47938,,3.801147938
1164,0.3755,415.1203632,0,107,,,,,,,,25.77565677,,,,,,,41512.03632,,4.151203632
