Seed,Density,Execution Time,Path Length,Visited,min path,max path,min visited,max visited,norm path,norm visited,cost,optimality
48,0.3605,18.17059517,90,2580,,,,,0,0.300947292,0.090284188,11.07601399
49,0.371,20.32375336,92,2790,,,,,0.066666667,0.351955307,0.152253259,6.567960776
50,0.4995,18.99123192,94,2688,,,,,0.133333333,0.327179985,0.191487329,5.222250387
51,0.389,16.35885239,92,2323,,,,,0.066666667,0.238523197,0.118223626,8.45847466
54,0.3945,15.02776146,90,2170,,,,,0,0.201360214,0.060408064,16.55380719
55,0.428,26.17263794,98,3595,,,,,0.266666667,0.547486034,0.350912477,2.849705316
57,0.371,18.30172539,92,2609,,,,,0.066666667,0.307991256,0.139064043,7.190879718
58,0.386,16.24107361,94,2372,,,,,0.133333333,0.250425067,0.168460853,5.936061963
61,0.412,18.38827133,102,2328,,,,,0.4,0.239737673,0.351921302,2.841536312
64,0.4815,14.01400566,92,2017,,,,,0.066666667,0.164197231,0.095925836,10.42461153
67,0.3645,19.92630959,90,2645,,,,,0,0.316735487,0.095020646,10.52391788
68,0.517,16.54553413,102,2231,,,,,0.4,0.216176828,0.344853048,2.899777471
69,0.5005,27.34041214,104,3608,,,,,0.466666667,0.550643673,0.491859768,2.033095673
70,0.36,21.98982239,94,2946,,,,,0.133333333,0.389846976,0.210287426,4.755373458
71,0.514,21.18206024,94,2722,,,,,0.133333333,0.335438426,0.193964861,5.155546415
73,0.3495,19.38152313,94,2588,,,,,0.133333333,0.302890454,0.18420047,5.428838338
75,0.405,16.36719704,92,2264,,,,,0.066666667,0.224192373,0.113924379,8.77767546
